paper_id,conference,split,title,actual_label,predicted_decision,accept_probability,reject_probability,xai_focus,suggestion_1,suggestion_2,suggestion_3,suggestions
1412.6583,arxiv.cs.lg_2007-2017,train,,Accept,Modify,0.4694,0.5306,Average Title Word Length: 0.0; Paper length: 2881.0; Large Collaboration: 1.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Find and fix the strongest negative reviewer concern."
1412.6597,arxiv.cs.lg_2007-2017,train,,Accept,Modify,0.574,0.426,Average Title Word Length: 0.0; Conclusion Word Count: 150.0; Large Collaboration: 1.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores."
1412.6599,arxiv.cs.lg_2007-2017,train,OPTIMIZATION HYPERPARAMETERS,Accept,Modify,0.3918,0.6082,Paper length: 1858.0; Has Experiments: 0.0; Multi Author: 0.0,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.","Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons."
1412.6601,arxiv.cs.lg_2007-2017,train,,Reject,Reject,0.2005,0.7995,Average Title Word Length: 0.0; Conclusion Word Count: 191.0; Paper length: 2082.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.","Strengthen experiments with datasets, metrics, and comparisons.","Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Strengthen experiments with datasets, metrics, and comparisons."
1412.661,arxiv.cs.lg_2007-2017,train,Scoring and Classifying with Gated Auto-encoders,Reject,Reject,0.2355,0.7645,Methodology detail: 0.0; Conclusion Word Count: 302.0; Has Experiments: 0.0,Clarify the methodology with reproducible details.,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.","Clarify the methodology with reproducible details. Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Find and fix the strongest negative reviewer concern."
1412.6617,arxiv.cs.lg_2007-2017,train,UNDERSTANDING MINIMUM PROBABILITY FLOW FOR RBMS UNDER VARIOUS KINDS OF DYNAMICS,Accept,Modify,0.4225,0.5775,Conclusion Word Count: 183.0; Title Word Count: 11.0; Has Related Work: 0.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.","Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Address reviewer concerns that lowered recommendation scores."
1412.6623,arxiv.cs.lg_2007-2017,train,,Accept,Reject,0.2754,0.7246,Average Title Word Length: 0.0; Conclusion Word Count: 318.0; Has Experiments: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.","Add limitations, failure cases, and future work.","Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Add limitations, failure cases, and future work. Find and fix the strongest negative reviewer concern."
1412.6632,arxiv.cs.lg_2007-2017,train,DEEP CAPTIONING WITH MULTIMODAL RECURRENT NEURAL NETWORKS (M-RNN),Accept,Modify,0.6031,0.3969,Limitation discussion: 2.0; Conclusion Word Count: 75.0; Title Word Count: 8.0,"Add limitations, failure cases, and future work.",Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,"Add limitations, failure cases, and future work. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Find and fix the strongest negative reviewer concern."
1412.6645,arxiv.cs.lg_2007-2017,train,LEARNING OF ACOUSTIC MODELS,Accept,Modify,0.4249,0.5751,Paper length: 1907.0; Conclusion Word Count: 85.0; Has Related Work: 0.0,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern."
1412.665,arxiv.cs.lg_2007-2017,train,Incremental Adaptation Strategies for Neural Network Language Models,Reject,Reject,0.2721,0.7279,Conclusion Word Count: 262.0; Has Experiments: 0.0; Experiment detail: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",Make the novelty and contribution claims more explicit.,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Make the novelty and contribution claims more explicit. Add implementation details, code/data notes, and hyperparameters."
1412.6651,arxiv.cs.lg_2007-2017,train,Deep learning with Elastic Averaging SGD,Accept,Modify,0.5277,0.4723,Conclusion Word Count: 130.0; Citation coverage: 27.0; Has Related Work: 0.0,Improve this paper aspect before submission.,Improve related-work coverage with precise citations.,Find and fix the strongest negative reviewer concern.,Improve this paper aspect before submission. Improve related-work coverage with precise citations. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1412.6806,arxiv.cs.lg_2007-2017,train,STRIVING FOR SIMPLICITY: THE ALL CONVOLUTIONAL NET,Accept,Modify,0.5909,0.4091,Has Conclusion: 0.0; Has Related Work: 0.0; Sentence complexity: 22.979,Improve this paper aspect before submission.,Improve readability by simplifying long sentences.,Find and fix the strongest negative reviewer concern.,Improve this paper aspect before submission. Improve readability by simplifying long sentences. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores. Make the novelty and contribution claims more explicit.
1412.6857,arxiv.cs.lg_2007-2017,train,CONTOUR DETECTION USING COST-SENSITIVE CON-,Reject,Modify,0.4036,0.5964,Has Conclusion: 0.0; Author Count: 0.0; Multi Author: 0.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Clarify the methodology with reproducible details.,"Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Clarify the methodology with reproducible details. Find and fix the strongest negative reviewer concern."
1412.698,arxiv.cs.lg_2007-2017,train,ADAM: A METHOD FOR STOCHASTIC OPTIMIZATION,Accept,Modify,0.5909,0.4091,Conclusion Word Count: 105.0; Novelty framing: 23.0; Lowest recommendation: 0.0,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Find and fix the strongest negative reviewer concern. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Address reviewer concerns that lowered recommendation scores."
1412.7004,arxiv.cs.lg_2007-2017,train,TAILORING WORD EMBEDDINGS FOR BILEXICAL PREDICTIONS: AN EXPERIMENTAL COMPARISON,Accept,Reject,0.2412,0.7588,Methodology detail: 0.0; Paper length: 1706.0; Conclusion Word Count: 137.0,Clarify the methodology with reproducible details.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Improve this paper aspect before submission.,"Clarify the methodology with reproducible details. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Improve this paper aspect before submission."
1412.7006,arxiv.cs.lg_2007-2017,train,Multi-modal Sensor Registration for Vehicle Perception via Deep Neural Networks,Reject,Reject,0.1646,0.8354,Has Introduction: 0.0; Introduction detail: 0.0; Conclusion Word Count: 113.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Improve related-work coverage with precise citations.,"Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Improve related-work coverage with precise citations."
1412.7009,arxiv.cs.lg_2007-2017,train,,Accept,Reject,0.2927,0.7073,Average Title Word Length: 0.0; Multi Author: 0.0; Author Count: 1.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",,"Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear."
1412.7024,arxiv.cs.lg_2007-2017,train,LOW PRECISION ARITHMETIC FOR DEEP LEARNING,Reject,Reject,0.296,0.704,Methodology detail: 0.0; Has Experiments: 0.0; Conclusion Word Count: 116.0,Clarify the methodology with reproducible details.,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.","Clarify the methodology with reproducible details. Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear."
1412.7026,arxiv.cs.lg_2007-2017,train,,Reject,Reject,0.3441,0.6559,Average Title Word Length: 0.0; Methodology detail: 0.0; Conclusion Word Count: 165.0,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.","Improve this paper aspect before submission. Clarify the methodology with reproducible details. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Find and fix the strongest negative reviewer concern."
1412.7054,arxiv.cs.lg_2007-2017,train,,Accept,Reject,0.2973,0.7027,Average Title Word Length: 0.0; Has Conclusion: 0.0; Author Count: 0.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",,"Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear."
1412.7062,arxiv.cs.lg_2007-2017,train,,Accept,Modify,0.5269,0.4731,Average Title Word Length: 0.0; Has Conclusion: 0.0; Has Related Work: 0.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores."
1412.7063,arxiv.cs.lg_2007-2017,train,DIVERSE EMBEDDING NEURAL NETWORK LANGUAGE MODELS,Accept,Modify,0.5501,0.4499,Paper length: 2479.0; Conclusion Word Count: 115.0; Has Related Work: 0.0,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores. Add implementation details, code/data notes, and hyperparameters."
1412.7156,arxiv.cs.lg_2007-2017,train,,Accept,Modify,0.4671,0.5329,Average Title Word Length: 0.0; Conclusion Word Count: 209.0; Novelty framing: 40.0,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,"Add limitations, failure cases, and future work.","Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Add limitations, failure cases, and future work. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores."
1412.718,arxiv.cs.lg_2007-2017,train,Bayesian Optimisation for Machine Translation,Reject,Modify,0.4916,0.5084,Paper length: 2049.0; Conclusion Word Count: 77.0; Has Related Work: 0.0,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Improve related-work coverage with precise citations. Address reviewer concerns that lowered recommendation scores."
1412.719,arxiv.cs.lg_2007-2017,train,A COMPARATIVE STUDY,Reject,Accept,0.6796,0.3204,Lowest recommendation: 0.0; Reviewer recommendation score: 0.0; Conclusion Word Count: 54.0,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores. Improve this paper aspect before submission. Improve related-work coverage with precise citations.
1412.7272,arxiv.cs.lg_2007-2017,train,,Accept,Modify,0.4266,0.5734,Average Title Word Length: 0.0; Has Conclusion: 0.0; Multi Author: 0.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern.
1412.7659,arxiv.cs.lg_2007-2017,train,TRANSFORMATION PROPERTIES OF LEARNED VISUAL REPRESENTATIONS,Accept,Modify,0.4511,0.5489,Conclusion Word Count: 198.0; Multi Author: 0.0; Author Count: 1.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores. Improve related-work coverage with precise citations.
1412.7753,arxiv.cs.lg_2007-2017,train,RECURRENT NEURAL NETWORKS,Accept,Modify,0.6257,0.3743,Conclusion Word Count: 226.0; Has Related Work: 0.0; Paper length: 3573.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores."
1412.7755,arxiv.cs.lg_2007-2017,train,VISUAL ATTENTION,Accept,Accept,0.7018,0.2982,Conclusion Word Count: 106.0; Novelty framing: 20.0; Lowest recommendation: 0.0,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Find and fix the strongest negative reviewer concern.,Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1412.7978,arxiv.cs.lg_2007-2017,train,The Computational Theory of Intelligence: Information Entropy,Reject,Reject,0.1576,0.8424,Conclusion Word Count: 194.0; Limitation discussion: 4.0; Has Experiments: 0.0,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Strengthen experiments with datasets, metrics, and comparisons.","Improve this paper aspect before submission. Add limitations, failure cases, and future work. Strengthen experiments with datasets, metrics, and comparisons."
1501.00299,arxiv.cs.lg_2007-2017,train,Sequence Modeling using Gated Recurrent Neural Networks,Reject,Reject,0.2808,0.7192,Methodology detail: 0.0; Paper length: 1450.0; Multi Author: 0.0,Clarify the methodology with reproducible details.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Improve this paper aspect before submission.,"Clarify the methodology with reproducible details. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern."
1501.00405,arxiv.cs.lg_2007-2017,train,Efficiently Discovering Frequent Motifs in Large-scale Sensor Data,Reject,Modify,0.5889,0.4111,Has Conclusion: 0.0; Methodology detail: 0.0; Citation coverage: 61.0,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,Improve related-work coverage with precise citations.,Improve this paper aspect before submission. Clarify the methodology with reproducible details. Improve related-work coverage with precise citations. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1501.00777,arxiv.cs.lg_2007-2017,train,Sparse Deep Stacking Network for Image Classification,Accept,Modify,0.5096,0.4904,Conclusion Word Count: 87.0; Has Related Work: 0.0; Citation coverage: 18.0,Improve this paper aspect before submission.,Improve related-work coverage with precise citations.,Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Improve related-work coverage with precise citations. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores. Add limitations, failure cases, and future work."
1501.02598,arxiv.cs.lg_2007-2017,train,Combining Language and Vision with a Multimodal Skip-gram Model,Accept,Modify,0.3812,0.6188,Multi Author: 0.0; Conclusion Word Count: 127.0; Author Count: 1.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1501.03084,arxiv.cs.lg_2007-2017,train,Deep Learning with Nonparametric Clustering,Reject,Modify,0.5002,0.4998,Has Conclusion: 0.0; Multi Author: 0.0; Author Count: 1.0,Improve this paper aspect before submission.,Improve related-work coverage with precise citations.,Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Improve related-work coverage with precise citations. Find and fix the strongest negative reviewer concern. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear."
1501.03273,arxiv.cs.lg_2007-2017,train,Classification with Low Rank and Missing Data,Accept,Modify,0.5414,0.4586,Has Conclusion: 0.0; Has Experiments: 0.0; Experiment detail: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores."
1501.04725,arxiv.cs.lg_2007-2017,train,Learning Invariants using Decision Trees,Reject,Modify,0.6116,0.3884,Has Conclusion: 0.0; Has Experiments: 0.0; Citation coverage: 47.0,Improve this paper aspect before submission.,Improve related-work coverage with precise citations.,"Strengthen experiments with datasets, metrics, and comparisons.","Improve this paper aspect before submission. Improve related-work coverage with precise citations. Strengthen experiments with datasets, metrics, and comparisons. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores."
1501.05396,arxiv.cs.lg_2007-2017,train,Deep Multi-Modal Learning for Audio-Visual Speech Recognition,Reject,Modify,0.4643,0.5357,Methodology detail: 0.0; Paper length: 3010.0; Has Related Work: 0.0,Clarify the methodology with reproducible details.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Improve this paper aspect before submission.,"Clarify the methodology with reproducible details. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Improve this paper aspect before submission. Improve readability by simplifying long sentences. Find and fix the strongest negative reviewer concern."
1501.06237,arxiv.cs.lg_2007-2017,train,Deep Transductive Semi-supervised Maximum Margin Clustering,Reject,Modify,0.4736,0.5264,Multi Author: 0.0; Conclusion Word Count: 128.0; Author Count: 1.0,Improve this paper aspect before submission.,Improve related-work coverage with precise citations.,Find and fix the strongest negative reviewer concern.,Improve this paper aspect before submission. Improve related-work coverage with precise citations. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1501.06478,arxiv.cs.lg_2007-2017,train,Compressed Support Vector Machines,Reject,Modify,0.5899,0.4101,Has Conclusion: 0.0; Has Experiments: 0.0; Experiment detail: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",Improve related-work coverage with precise citations.,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Improve related-work coverage with precise citations. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Find and fix the strongest negative reviewer concern."
1502.00598,arxiv.cs.lg_2007-2017,train,Thompson sampling with the online bootstrap,Reject,Reject,0.3227,0.6773,Has Experiments: 0.0; Experiment detail: 0.0; Limitation discussion: 2.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.","Add limitations, failure cases, and future work.","Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Add limitations, failure cases, and future work. Find and fix the strongest negative reviewer concern."
1502.01823,arxiv.cs.lg_2007-2017,train,Unsupervised Fusion Weight Learning in Multiple Classifier Systems,Reject,Reject,0.2795,0.7205,Has Introduction: 0.0; Introduction detail: 0.0; Has Conclusion: 0.0,Improve this paper aspect before submission.,Improve related-work coverage with precise citations.,Find and fix the strongest negative reviewer concern.,Improve this paper aspect before submission. Improve related-work coverage with precise citations. Find and fix the strongest negative reviewer concern.
1502.01827,arxiv.cs.lg_2007-2017,train,Hierarchical Maximum-Margin Clustering,Reject,Modify,0.5803,0.4197,Methodology detail: 0.0; Limitation discussion: 2.0; Citation coverage: 26.0,Clarify the methodology with reproducible details.,"Add limitations, failure cases, and future work.",Improve related-work coverage with precise citations.,"Clarify the methodology with reproducible details. Add limitations, failure cases, and future work. Improve related-work coverage with precise citations. Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern."
1502.02158,arxiv.cs.lg_2007-2017,train,Learning Parametric-Output HMMs with Two Aliased States,Accept,Modify,0.4828,0.5172,Has Conclusion: 0.0; Has Experiments: 0.0; Experiment detail: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.","Add implementation details, code/data notes, and hyperparameters.","Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Add implementation details, code/data notes, and hyperparameters. Improve related-work coverage with precise citations."
1502.02215,arxiv.cs.lg_2007-2017,train,Real World Applications of Machine Learning Techniques over Large Mobile Subscriber Datasets,Reject,Reject,0.3289,0.6711,Has Conclusion: 0.0; Has Experiments: 0.0; Title Word Count: 12.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons."
1502.02268,arxiv.cs.lg_2007-2017,train,SDNA: Stochastic Dual Newton Ascent for Empirical Risk Minimization,Accept,Modify,0.6372,0.3628,Has Conclusion: 0.0; Title Word Count: 9.0; Has Related Work: 0.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1502.02322,arxiv.cs.lg_2007-2017,train,"Rademacher Observations, Private Data, and Boosting",Accept,Modify,0.5989,0.4011,Conclusion Word Count: 131.0; Has Related Work: 0.0; Reproducibility evidence: 0.0,Improve this paper aspect before submission.,"Add implementation details, code/data notes, and hyperparameters.",Improve related-work coverage with precise citations.,"Improve this paper aspect before submission. Add implementation details, code/data notes, and hyperparameters. Improve related-work coverage with precise citations. Find and fix the strongest negative reviewer concern."
1502.02367,arxiv.cs.lg_2007-2017,train,Gated Feedback Recurrent Neural Networks,Accept,Modify,0.4036,0.5964,Conclusion Word Count: 183.0; Has Experiments: 0.0; Experiment detail: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",Make the novelty and contribution claims more explicit.,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Make the novelty and contribution claims more explicit. Find and fix the strongest negative reviewer concern."
1502.02551,arxiv.cs.lg_2007-2017,train,Deep Learning with Limited Numerical Precision,Accept,Modify,0.4255,0.5745,Has Experiments: 0.0; Conclusion Word Count: 132.0; Experiment detail: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Find and fix the strongest negative reviewer concern. Improve readability by simplifying long sentences."
1502.02704,arxiv.cs.lg_2007-2017,train,Learning Reductions that Really Work,Reject,Modify,0.3927,0.6073,Has Conclusion: 0.0; Has Experiments: 0.0; Experiment detail: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",Improve related-work coverage with precise citations.,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Improve related-work coverage with precise citations. Find and fix the strongest negative reviewer concern."
1502.02763,arxiv.cs.lg_2007-2017,train,Cascading Bandits,Accept,Modify,0.6217,0.3783,Conclusion Word Count: 269.0; Novelty framing: 30.0; Limitation discussion: 2.0,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,"Add limitations, failure cases, and future work.","Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Add limitations, failure cases, and future work. Add implementation details, code/data notes, and hyperparameters. Find and fix the strongest negative reviewer concern."
1502.03044,arxiv.cs.lg_2007-2017,train,"Show, Attend and Tell: Neural Image CaptionGeneration with Visual Attention",Accept,Modify,0.4798,0.5202,Title Word Count: 10.0; Large Collaboration: 1.0; Conclusion Word Count: 90.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,"Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores. Strengthen experiments with datasets, metrics, and comparisons."
1502.03302,arxiv.cs.lg_2007-2017,train,Using Distance Estimation and Deep Learning to Simplify Calibration in Food Calorie Measurement,Reject,Reject,0.1249,0.8751,Has Introduction: 0.0; Introduction detail: 0.0; Has Conclusion: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons."
1502.03492,arxiv.cs.lg_2007-2017,train,Gradient-based Hyperparameter Optimization through Reversible Learning,Accept,Modify,0.5341,0.4659,Conclusion Word Count: 601.0; Lowest recommendation: 0.0; Reviewer recommendation score: 0.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,"Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores. Add limitations, failure cases, and future work."
1502.03505,arxiv.cs.lg_2007-2017,train,Supervised LogEuclidean Metric Learning for Symmetric Positive Definite Matrices,Reject,Modify,0.4548,0.5452,Conclusion Word Count: 175.0; Limitation discussion: 2.0; Title Word Count: 9.0,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.",Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Add limitations, failure cases, and future work. Find and fix the strongest negative reviewer concern."
1502.03508,arxiv.cs.lg_2007-2017,train,Adding vs. Averaging in Distributed Primal-Dual Optimization ,Accept,Modify,0.6431,0.3569,Conclusion Word Count: 74.0; Lowest recommendation: 0.0; Author Count: 2.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1502.03509,arxiv.cs.lg_2007-2017,train,MADE: Masked Autoencoder for Distribution Estimation,Accept,Accept,0.6578,0.3422,Conclusion Word Count: 67.0; Lowest recommendation: 0.0; Reviewer recommendation score: 0.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1502.03529,arxiv.cs.lg_2007-2017,train,Scalable Stochastic Alternating Direction Method of Multipliers,Accept,Modify,0.6029,0.3971,Citation coverage: 38.0; Has Related Work: 0.0; Lowest recommendation: 0.0,Improve related-work coverage with precise citations.,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Improve related-work coverage with precise citations. Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1502.03919,arxiv.cs.lg_2007-2017,train,Policy Gradient for Coherent Risk Measures,Accept,Modify,0.3854,0.6146,Conclusion Word Count: 275.0; Has Experiments: 0.0; Citation coverage: 52.0,Improve this paper aspect before submission.,Improve related-work coverage with precise citations.,"Strengthen experiments with datasets, metrics, and comparisons.","Improve this paper aspect before submission. Improve related-work coverage with precise citations. Strengthen experiments with datasets, metrics, and comparisons. Make the novelty and contribution claims more explicit."
1502.04081,arxiv.cs.lg_2007-2017,train,A Linear Dynamical System Model for Text,Accept,Modify,0.4536,0.5464,Has Experiments: 0.0; Experiment detail: 0.0; Conclusion Word Count: 98.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Find and fix the strongest negative reviewer concern."
